Kod	Nazwa
065S13/76 F/F grey	Sklejka liściasta foliowana 6,5x1525x3660 F/F grey
065S13/76 F/F l.br.	Sklejka liściasta foliowana 6,5x1525x3660 F/F jasny brąz
065S13/88 F/F	Sklejka liściasta foliowana 6,5x1500x3660 F/F
065S14/03 F/W	Sklejka liściasta antypoślizgowa 6,5x1220x2440 F/W
065S14/03 F/W smooth black	Sklejka liściasta antypoślizgowa 6,5x1220x2440 F/W Smooth Mesh czarna
065S14/03 F/WH+	Sklejka liściasta antypoślizgowa 6,5x1220x2440 F/W heksa plus
065S14/03 F/WH+ black	Sklejka liściasta antypoślizgowa 6,5x1220x2440 F/W heksa plus black
065S14/03 F/WH+ grey	Sklejka liściasta antypoślizgowa 6,5x1220x2440 F/W heksa plus szara
065S14/05 F/W	Sklejka liściasta antypoślizgowa 6,5x1250x2500 F/W
065S14/05 F/W black	Sklejka liściasta antypoślizgowa 6,5x1250x2500 F/W czarna
065S14/05 F/W CH	Sklejka liściasta (brzoza/topola) antypoślizgowa 6,5x1250x2500 F/W
065S14/05 F/W smooth black	Sklejka liściasta antypoślizgowa 6,5x1250x2500 F/W Smooth Mesh black
065S14/05 F/WH black	Sklejka liściasta antypoślizgowa 6,5x1250x2500 F/W heksa czarna
065S14/05 F/WH+	Sklejka liściasta antypoślizgowa 6,5x1250x2500 F/W heksa plus
065S14/05 F/WH+ black	Sklejka liściasta antypoślizgowa 6,5x1250x2500 F/W heksa plus black
065S14/05 F/WH+ Black R	Sklejka liściasta antypoślizgowa 6,5x1250x2500 F/W heksa plus black
065S14/05 F/WH+ grey	Sklejka liściasta antypoślizgowa 6,5x1250x2500 F/W heksa plus szara
065S14/07 F/W	Sklejka liściasta antypoślizgowa 6,5x1500x2500 F/W
065S14/07 F/WH+ black	Sklejka liściasta antypoślizgowa 6,5x1500x2500 F/W heksa plus czarna
065S14/07 F/WH+ grey	Sklejka liściasta antypoślizgowa 6,5x1500x2500 F/W heksa plus szara
065S14/11 F/W	Sklejka liściasta antypoślizgowa 6,5x1525x3050 F/W
065S14/11 F/W EUK	Sklejka antypoślizgowa eukaliptus 6,5x1525x3050 F/W
065S14/11 F/WH+ black	Sklejka liściasta antypoślizgowa 6,5x1525x3050 F/W heksa plus czarna
065S14/12 F/W	Sklejka liściasta antypoślizgowa 6,5x1500x3000 F/W
065S14/12 F/W EUK	Sklejka antypoślizgowa eukaliptus 6,5x1500x3000 F/W
065S14/26 F/W	Sklejka liściasta antypoślizgowa 6,5x2150x1250 F/W
065S14/64 F/WH black	Sklejka liściasta antypoślizgowa 6,5x1200x2400 F/W heksa czarna
065S14/75 F/W	Sklejka liściasta antypoślizgowa 6,5x2150x4000 F/W
065S15/03 F/W	Sklejka liściasta antypoślizgowa 6,5x1220x2440 F/W
065S15/03 F/WH+ black	Sklejka liściasta antypoślizgowa 6,5x1220x2440 F/W heksa plus czarna
065S15/05 F/W	Sklejka liściasta antypoślizgowa 6,5x1250x2500 F/W
065s15/05 F/WH+	Sklejka liściasta antypoślizgowa 6,5x1250x2500 F/W heksa plus
065S15/05 F/WH+ black	Sklejka liściasta antypoślizgowa 6,5x1250x2500 F/W heksa plus czarna
065S15/07 F/W	Sklejka liściasta antypoślizgowa 6,5x1500x2500 F/W
065S15/09 F/W	Sklejka liściasta antypoślizgowa 6,5x1525x2500 F/W
065S15/09 F/WH+ black	Sklejka liściasta antypoślizgowa 6,5x1525x2500 F/W heksa plus czarna
065S15/11 F/W	Sklejka liściasta antypoślizgowa 6,5x1525x3050 F/W
065S15/11 F/W H+	Sklejka liściasta antypoślizgowa 6,5x1525x3050 F/W heksa plus
065S15/11 F/WH+ black	Sklejka liściasta antypoślizgowa 6,5x1525x3050 F/W heksa plus czarna
065S15/12 F/W	Sklejka liściasta antypoślizgowa 6,5x1500x3000 F/W
065S15/27 F/W	Sklejka liściasta antypoślizgowa 6,5x2150x3850 F/W
065S18/03 E	Sklejka liściasta wodoodporna 6,5x1220x2440 CP/C
065S18/05 E	Sklejka liściasta wodoodporna 6,5x1250x2500 CP/C
065S18/06 E	Sklejka liściasta wodoodporna 6,5x2500x1250 CP/C
065S18/11 E	Sklejka liściasta wodoodporna 6,5x1525x3050 CP/C
065S18/12 E	Sklejka liściasta wodoodporna 6,5x1500x3000 CP/C
065S20/14 F/BB black	Sklejka liściasta antypoślizgowa 6,5x1220x3050 F/BB czarna
065S21/05 F/WGE	Sklejka liściasta antypoślizgowa 6,5x1250x2500 F/WGE
065S22/05 E	Sklejka liściasta wodoodporna 6,5x1250x2500 BB/C
065S22/06 E	Sklejka liściasta wodoodporna 6,5x2500x1250 BB/C
065S22/11 E	Sklejka liściasta wodoodporna 6,5x1525x3050 BB/C
065S22/12 E	Sklejka liściasta wodoodporna 6,5x1500x3000 BB/C
065S23/61 W/BB 220	Sklejka liściasta antypoślizgowa 6,5x1500x2600 W/BB 220g/m2
065S24/07 W/WG	Sklejka liściasta antypoślizgowa 6,5x1500x2500 W/WG
065S29/06 E IGL	sklejka iglasta, gr. 6,5 mm 2500x1250
06S01/02	Sklejka liściasta suchotrwała 6x1525x1525 B/B
06S01/04	Sklejka dębowa 6x2440x1220
06S01/06	Sklejka dębowa 6x2500x1250
06S02/02	Sklejka liściasta suchotrwała 6x1525x1525 B/BB
06S02/02 B	Sklejka liściasta suchotrwała 6x1525x1525 B/BB
06S04/02	Sklejka liściasta suchotrwała 6x1525x1525 BB/BB
06S04/02 B	Sklejka liściasta suchotrwała 6x1525x1525 BB/BB
06S04/03 E	Sklejka liściasta wodoodporna 6x1220x2440mm
06S04/04 E	Sklejka liściasta wodoodporna 6x2440x1220 BB/BB
06S04/05 E	sklejka liściasta WD, gr. 6 mm
06S04/05 MR T	Sklejka topolowa suchotrwała bielona 6x1250x2500 BB/BB
06S04/06 E	sklejka liściasta WD, gr. 6 mm
06S04/11 E	Sklejka liściasta wodoodporna 6x1525x3050 BB/CP
06S04/12 E	Sklejka liściasta wodoodporna 6x1500x3000 BB/BB
06S05/02	Sklejka liściasta suchotrwała 6x1525x1525 BB/CP FSC Mix Credit SGSCH-COC-009690
06S05/02 B	Sklejka liściasta suchotrwała 6x1525x1525 BB/CP
06S05/05 E	Sklejka liściasta wodoodporna 6x1250x2500 BB/CP
06S05/06 E	Sklejka liściasta wodoodporna 6x2500x1250 BB/CP
06S05/11 E	Sklejka liściasta wodoodporna 6x1525x3050 BB/CP
06S05/12 E	Sklejka liściasta wodoodporna 6x1500x3000 BB/CP
06S05/12 E EUK	Sklejka eukaliptus 6x1500x3000 BB/CP
06S07/02	Sklejka liściasta suchotrwała 6x1525x1525 CP/CP
06S07/02 B	Sklejka liściasta suchotrwała 6x1525x1525 CP/CP
06S07/02 E	Sklejka liściasta wodoodporna 6x1525x1525 CP/CP
06S07/03 E	Sklejka liściasta wodoodporna 6x1220x2440 CP/CP
06S07/05 E	Sklejka liściasta wodoodporna 6x1250x2500 CP/CP
06S07/06 E	Sklejka liściasta wodoodporna 6x2500x1250 CP/CP
06S07/11 E	Sklejka liściasta wodoodporna 6x1525x3050 CP/CP
06S07/11 MR	Sklejka liściasta suchotrwała 6x1525x3050 CP/CP
06S07/12 E	Sklejka liściasta wodoodporna 6x1500x3000 CP/CP
06S10/02	Sklejka liściasta suchotrwała 6x1525x1525 C/C
06S10/02 B	Sklejka liściasta suchotrwała 6x1525x1525 C/C
06S10/02 E	Sklejka liściasta wodoodporna 6x1525x1525 C/C
06S10/02 S2S	Sklejka liściasta suchotrwała 6x1525x1525 C/C S2S
06S10/03 E TB	Sklejka bintangor/topola 6x1220x2440 C/C
06S10/04	Sklejka liściasta suchotrwała 6x2440x1220 C/C
06S10/06 E	Sklejka liściasta wodoodporna 6x2500x1250 C/C
06S10/06 MR	Sklejka liściasta suchotrwała 6x2500x1250 C/C
06S10/10 E	Sklejka liściasta wodoodporna 6x2500x1525 C/C
06S10/11 E	Sklejka liściasta wodoodporna 6x1525x3050 C/C
06S10/xcut 1525x270	sklejka liściasta sucha, gr. 6 mm 1525x270
06S11/05 PQF	Sklejka liściasta wodoodporna 6x1250x2500
06S11/07 E	Sklejka liściasta wodoodporna 6x1500x2500
06S11/07 S2S	Sklejka liściasta wodoodporna 6x1500x2500 S2S
06S12/05 F/F	Sklejka liściasta foliowana 6,5x1250x2500 F/F
06S12/05 F/F CH	Sklejka liściasta foliowana 6x1250x2500 F/F
06S12/05 F/F TE	Sklejka liściasta foliowana 6x1250x2500 F/F
06S12/11 F/F EUK	Sklejka foliowana eukaliptus 6x1525x3050 F/F
06S12/12 F/F	Sklejka liściasta foliowana 6,5x1500x3000 F/F
06S12/12 F/F EUK	Sklejka foliowana eukaliptus 6x1500x3000 F/F
06S14/05 F/W	Sklejka liściasta antypoślizgowa 6x1250x2500 F/W
06S14/11 F/W	Sklejka liściasta antypoślizgowa 6x1525x3050 F/W
06S14/11 F/W EUK	Sklejka antypoślizgowa eukaliptus 6x1500x3000 F/W FSC 100% SGSCH-COC-009690
06S14/12 F/W EUK	Sklejka antypoślizgowa eukaliptus 6x1500x3000 F/W
06S18/02	Sklejka liściasta suchotrwała 6x1525x1525 CP/C
06S18/02 B	Sklejka liściasta suchotrwała 6x1525x1525 CP/C
06S18/02 E	Sklejka liściasta wodoodporna 6x1525x1525 CP/C
06S18/03 E	Sklejka liściasta wodoodporna 6x1220x2440 CP/C
06S18/05 E	Sklejka liściasta wodoodporna 6x1250x2500 CP/C
06S18/06 E	Sklejka liściasta wodoodporna 6x2500x1250 CP/C
06S18/07 E	Sklejka liściasta wodoodporna 6x1500x2500 CP/C
06S18/11 E	Sklejka liściasta wodoodporna 6x1525x3050 CP/C
06S18/12 E	Sklejka liściasta wodoodporna 6x1500x3000 CP/C
06S22/02 B	Sklejka liściasta suchotrwała 6x1525x1525 BB/C
06S22/03 E	Sklejka liściasta wodoodporna 6x1220x2440 BB/C
06S22/05 E	Sklejka liściasta wodoodporna 6x1250x2500 BB/C
06S22/06 E	Sklejka liściasta wodoodporna 6x2500x1250 BB/C
06S22/11 E	Sklejka liściasta wodoodporna 6x1525x3050 BB/C
06S22/12 E	Sklejka liściasta wodoodporna 6x1500x3000 BB/C
06S31/04	Płyta OSB3 gr. 6 mm 2440x1220
06S31/05	Płyta OSB3 6x1250x2500
075S06/03 E	Sklejka liściasta wodoodporna 7,5x1220x2440 BB/WG
075S09/03 E	Sklejka liściasta wodoodporna 7,5x1220x2440 WG/WG
075S11/03 E S2S	Sklejka liściasta wodoodporna 7,5mm 1220x2440mm kilo
075S11/29 PQ	Sklejka liściasta wodoodporna 7,5mm 1250x3050mm PQ
075S12/05 F/F	Sklejka liściasta foliowana 7,5x1250x2500 F/F
075S14/05 F/W	Sklejka liściasta antypoślizgowa 7,5x1250x2500 F/W
075S15/09 F/W	Sklejka liściasta antypślizgowa 7,5x1525x2500
075S18/02 E	Sklejka liściasta wodoodporna 7,5x1525x1525 CP/C
07S10/04 E	Sklejka liściasta wodoodporna 7x2440x1220 C/C
08S01/06 E	Sklejka dębowa 9mm 2500x1250
08S02/02	Sklejka liściasta suchotrwała 8x1525x1525 B/BB
08S02/02 B	Sklejka liściasta suchotrwała 8x1525x1525 B/BB
08S04/02	Sklejka liściasta suchotrwała 8x1525x1525 BB/BB
08S04/02 B	Sklejka liściasta suchotrwała 8x1525x1525 BB/BB
08S04/02 TOY	Sklejka liściasta suchotrwała TOY 8x1525x1525 BB/BB +/-0.2mm FSC Mix Credit SGSCH-COC-009690
08S04/03 MR	Sklejka liściasta suchotrwała 8x1220x2440 BB/WG
08S04/04 E	Sklejka liściasta wodoodporna 8x2440x1220 BB/BB
08S04/05 MR T	Sklejka topolowa suchotrwała bielona 8x1250x2500 BB/BB
08S04/06 E	Sklejka liściasta wodoodporna 8x2500x1250 BB/BB
08S05/02	Sklejka liściasta suchotrwała 8x1525x1525 BB/CP
08S05/02 B	Sklejka liściasta suchotrwała 8x1525x1525 BB/CP
08S05/02 TOY	Sklejka liściasta suchotrwała TOY 8x1525x1525 BB/CP +/-0.2mm FSC Mix Credit SGSCH-COC-009690
08S05/05 E	Sklejka liściasta wodoodporna 8x1250x2500 BB/CP
08S05/06 E	Sklejka liściasta wodoodporna 8x2500x1250 BB/CP
08S05/06 E BUK	sklejka liściasta WD, gr. 8 mm bukowa 2500x1250
08S05/06 E BX	Sklejka iglasta WD 8 mm 2500x1250
08S06/03 E	Sklejka liściasta wodoodporna 8x1220x2440 BB/WG
08S06/03 MR	Sklejka liściasta suchotrwała 8x1220x2440 BB/WG
08S06/05 E	Sklejka liściasta wodoodporna 8x1250x2500 BB/WG
08S07/02	Sklejka liściasta suchotrwała 8x1525x1525 CP/CP
08S07/02 B	Sklejka liściasta suchotrwała 8x1525x1525 CP/CP
08S07/02 E	Sklejka liściasta wodoodporna 8x1525x1525 CP/CP
08S07/04 BX	Sklejka iglasta wodoodporna 8x2440x1220
08S07/05 E	Sklejka liściasta wodoodporna 8x1250x2500 CP/CP
08S07/06 E	Sklejka liściasta wodoodporna 8x2500x1250 CP/CP
08S09/03 E	Sklejka liściasta wodoodporna 8x1220x2440 WG/WG
08S09/04 E	Sklejka liściasta wodoodporna 8x2440x1220 WG/WG
08S09/05 E	Sklejka liściasta wodoodporna 8x1250x2500 WG/WG
08S10/02	Sklejka liściasta suchotrwała 8x1525x1525 C/C
08S10/02 B	Sklejka liściasta suchotrwała 8x1525x1525 C/C
08S10/03 E	Sklejka liściasta wodoodporna 8x1220x2440 C/C
08S10/05 E	Sklejka liściasta wodoodporna 8x1250x2500 C/C
08S11/03 E S2S	Sklejka liściasta wodoodporna 8x1220x2440 S2S
08S11/03 MR	Sklejka liściasta suchotrwała 8x1220x2440
08S11/05 E	Sklejka liściasta wodoodporna 8x1250x2500
08S11/05 E S2S	Sklejka liściasta wodoodporna 8x1250x2500
08S11/09 E S2S	Sklejka liściasta wodoodporna 8x1525x2500 S2S
08S11/64 E S2S	Sklejka liściasta wodoodporna 8x1200x2400 S2S
08S12/05 F/F black	Sklejka liściasta foliowana 8x1250x2500 F/F
08S13/05 F/F	Sklejka liściasta foliowana 8x1250x2500 F/F
08S18/02	Sklejka liściasta suchotrwała 8x1525x1525 CP/C
08S18/02 B	Sklejka liściasta suchotrwała 8x1525x1525 CP/C
08S18/03 E	Sklejka liściasta wodoodporna 8x1220x2400 CP/C
08S18/05 E	Sklejka liściasta wodoodporna 8x1250x2500 CP/C
08S18/06 E	Sklejka liściasta wodoodporna 8x2500x1250 CP/C
08S22/02	Sklejka liściasta suchotrwała 8x1525x1525 BB/C
08S22/02 B	Sklejka liściasta suchotrwała 8x1525x1525 BB/C
08S22/05 E	Sklejka liściasta wodoodporna 8x1250x2500 BB/C
08S22/06 E	Sklejka liściasta wodoodporna 8x2500x1250 BB/C
08S31/05	Płyta OSB3 8x1250x2500
08S35/04 T	Sklejka topolowa 8x2440x1220 BB/CC
08S35/05 T	Sklejka topolowa 8x1250x2500 BB/CC
095S18/02 E	Sklejka liściasta wodoodporna 9,5x1525x1525 CP/C
09S01/06	Sklejka dębowa 9mm 2500x1250
09S01/06 jesion	Sklejka liściasta jesionowa 9x2500x1250 B/B
09S02/04 E	Sklejka liściasta wodoodporna 9x2440x1220 B/BB FSC Mix Credit SGSCH-COC-009690
09S02/05 E	Sklejka liściasta wodoodporna 9x1250x2500 B/BB
09S02/06 E	Sklejka liściasta wodoodporna 9x2500x1250 B/BB
09S02/11 E	Sklejka liściasta wodoodporna 9x1525x3050 B/BB
09S03/05 E	Sklejka liściasta wodoodporna 9x1250x2500 S/BB
09S04/02	Sklejka liściasta suchotrwała 9x1525x1525 BB/BB
09S04/02 B	Sklejka liściasta suchotrwała 9x1525x1525 BB/BB
09S04/03 E	Sklejka liściasta wodoodporna 9x1220x2440 BB/BB
09S04/04 E	Sklejka liściasta wodoodporna 9x2440x1220 BB/BB
09S04/05 E	Sklejka liściasta wodoodporna 9x1250x2500 BB/BB
09s04/05 MR	Sklejka liściasta suchotrwała 9x1250x2500 BB/BB
09S04/06 E	Sklejka liściasta wodoodporna 9x2500x1250 BB/BB
09S04/08 E	Sklejka liściasta wodoodporna 9x2500x1500 BB/BB
09S04/11 E	Sklejka liściasta wodoodporna 9x1525x3050 BB/BB
09S04/12 E	Sklejka liściasta wodoodporna 9x1500x3000 BB/BB
09S04/24 MR	Sklejka liściasta suchotrwała 9x1525x2230 BB/BB
09S04/39 E IGL	sklejka iglasta, gr. 9 mm 2500x1200
09S04/51 E	Sklejka liściasta wodoodporna 9x1220x2750 BB/BB
09S04/60 E	Sklejka liściasta wodoodporna 9x1250x2750 BB/BB
09S04/75 E	Sklejka liściasta wodoodporna 9x2150x4000 BB/BB
09S04/WAS 1820x2800	sklejka liściasta WD, gr. 9 mm 1820x2800
09S05/02	Sklejka liściasta suchotrwała 9x1525x1525 BB/CP
09S05/02 B	Sklejka liściasta suchotrwała 9x1525x1525 BB/CP
09S05/03 E	Sklejka liściasta wodoodporna 9x1220x2440 BB/CP
09S05/04 E	Sklejka liściasta wodoodporna 9x2440x1220 BB/CP
09S05/04 E BX	Sklejka iglasta 9mm 2440x1220mm
09S05/05 E	Sklejka liściasta wodoodporna 9x1250x2500 BB/CP
09S05/05 E T	sklejka liścista WD, trudnozapalna gr. 9 mm 1250x2500
09S05/06 E	Sklejka liściasta wodoodporna 9x2500x1250 BB/CP
09S05/06 E BX	sklejka iglasta WD 9 mm 2500x1250
09S05/06 E IGL	sklejka iglasta, gr. 9 mm 2500x1250
09S05/08 E	Sklejka liściasta wodoodporna 9x2500x1500 BB/CP
09S05/11 E	Sklejka liściasta wodoodporna 9x1525x3050 BB/CP
09S05/12 E	Sklejka liściasta wodoodporna 9x1500x3000 BB/CP
09S05/20 E	Sklejka liściasta wodoodporna 9x2130x1250 BB/CP
09S06/03 E	Sklejka liściasta wodoodporna 9x1220x2440 BB/WG
09S06/03 MR	Sklejka liściasta suchotrwała 9x1220x2440 BB/WG
09S06/04 E	Sklejka liściasta wodoodporna 9x2440x1220 BB/WG
09S06/05 E	Sklejka liściasta wodoodporna 9x1250x2500 BB/WG
09S06/06 E	Sklejka liściasta wodoodporna 9x2500x1250 BB/WG
09S06/107 E	Sklejka liściasta wodoodporna 9x1850x3660 BB/WG
09S06/11 E	Sklejka liściasta wodoodporna 9x1525x3050 BB/WG
09S06/1145x3295	Sklejka liściasta wodoodporna 9x1145x3295 BB/WG
09S06/119 E	Sklejka liściasta wodoodporna 9x1240x2450 BB/WG
09S06/12 E	Sklejka liściasta wodoodporna 9x1500x3000 BB/WG
09S06/17 E	Sklejka liściasta wodoodporna 9x1550x2500 BB/WG
09S06/23 E	Sklejka liściasta wodoodporna 9x1500x2700 BB/WG
09S06/27E	Sklejka liściasta wodoodporna 9x2150x3850 BB/WG
09S06/29 E	Sklejka liściasta wodoodporna 9x1250x3050 BB/WG
09S06/31 E	Sklejka liściasta wodoodporna 9x1220x3000 BB/WG
09S06/39 E	Sklejka liściasta wodoodporna 9x1220x2500 BB/WG
09S06/47 E	Sklejka liściasta wodoodporna 9x1250x2440mm, BB/WG
09S06/56 E	Sklejka liściasta wodoodporna 9x1525x2750 BB/WG
09S06/57 E	Sklejka liściasta wodoodporna 9x2150x3340 BB/WG
09S06/60 E	Sklejka liściasta wodoodporna 9x1250x2750 BB/WG
09S06/64 E	Sklejka liściasta wodoodporna 9x1200x2400 BB/WG
09S06/75 E	Sklejka liściasta wodoodporna 9x2150x4000 BB/WG
09S06/76 E	Sklejka liściasta wodoodporna 9x1525x3660 BB/WG
09S06/77 E	Sklejka liściasta wodoodporna 9x2290x4000 BB/WG
09S06/TER	sklejka liściasta WD, gr. 9 mm 2134x984mm PQF
09S07/02	Sklejka liściasta suchotrwała 9x1525x1525 CP/CP
09S07/02 B	Sklejka liściasta suchotrwała 9x1525x1525 CP/CP
09S07/02 E	Sklejka liściasta wodoodporna 9x1525x1525 CP/CP
09S07/04 BX	Sklejka iglasta wodoodporna 9x2440x1220 3/3
09S07/04 E	sklejka liściasta WD, gr. 9 mm
09S07/05 E	Sklejka liściasta wodoodporna 9x1250x2500 CP/CP
09S07/06 BX	Sklejka iglasta wodoodporna 9x2500x1250 3/3
09S07/06 E	Sklejka liściasta wodoodporna 9x2500x1250 CP/CP
09S07/09 E	Sklejka liściasta wodoodporna 9x1525x2500 CP/CP
09S07/11 E	Sklejka liściasta wodoodporna 9x1525x3050 CP/CP
09S07/115 E	Sklejka liściasta wodoodporna 9x1540x3065 CP/CP
09S07/12 E	Sklejka liściasta wodoodporna 9x1500x3000 CP/CP
09S07/19 E	Sklejka liściasta wodoodporna 9x1300x3050 CP/CP
09S07/29 E	Sklejka liściasta wodoodporna 9x1250x3050
09S09/03 E	Sklejka liściasta wodoodporna 9x1220x2440 WG/WG
09S09/03 MR	Sklejka liściasta suchotrwała 9x1220x2440 WG/WG
09S09/04 E	Sklejka liściasta wodoodporna 9x2440x1220 WG/WG
09S09/05 E	Sklejka liściasta wodoodporna 9x1250x2500 WG/WG
09S09/06 E	Sklejka liściasta wodoodporna 9x2500x1250 WG/WG
09S09/09 E	Sklejka liściasta wodoodporna 9x1525x2500 WG/WG
09S09/11 E	Sklejka liściasta wodoodporna 9x1525x3050 WG/WG
09S09/114 E	Sklejka liściasta wodoodporna 9x1500x2570 WG/WG
09S09/12 E	Sklejka liściasta wodoodporna 9x1500x3000 WG/WG
09S09/27 E	Sklejka liściasta wodoodporna 9x2150x3850 WG/WG
09S09/29 E	Sklejka liściasta wodoodporna 9x1250x3050 WG/WG
09S09/47 E	Sklejka liściasta wodoodporna 9x1250x2440 WG/WG
09S09/60 E	Sklejka liściasta wodoodporna 9x1250x2750 WG/WG
09S09/76 E	Sklejka liściasta wodoodporna 9x1525x3660 WG/WG
09S09/xcut	sklejka liściasta WD, gr. 9 mm formatki
09S10/02	sklejka liściasta sucha, gr. 9 mm
09S10/02 E S2S	Sklejka liściasta wodoodporna 9x1525x1525 C/C S2S
09S10/03 E	Sklejka liściasta wodoodporna 9x1220x2440 C/C
09S10/03 E S2S	Sklejka liściasta wodoodporna 9x1220x2440 C/C S2S
09S10/03 E TB	Sklejka bintangor/topola 9x1220x2440 C/C
09S10/04 CX	sklejka iglasta WD , gr. 9mm 2440x1220
09S10/04 E	Sklejka liściasta wodoodporna 9x2440x1220 C/C
09S10/05 E	Sklejka liściasta wodoodporna 9x1250x2500 C/C
09S10/05 E S2S	Sklejka liściasta wodoodporna 9x1250x2500 C/C S2S
09S10/05 E TB	Sklejka bintangor/topola 9x1250x2500 C/C
09S10/06 CX	Sklejka iglasta wodoodporna 9x2500x1250 CX
09S10/06 E	Sklejka liściasta wodoodporna 9x2500x1250 C/C
09S10/06 E S2S	Sklejka liściasta wodoodporna 9x2500x1250 C/C S2S
09S10/07 E S2S	Sklejka liściasta wodoodporna 9x1500x2500 C/C S2S
09S10/09 E	Sklejka liściasta wodoodporna 9x1525x2500 C/C
09S10/11 E	Sklejka liściasta wodoodporna 9x1525x3050 C/C
09S10/12 E	Sklejka liściasta wodoodporna 9x1500x3000 C/C
09S10/29 E	Sklejka liściasta wodoodporna 9x1250x3050 C/C
09S10/64 E	Sklejka liściasta wodoodporna 9x1200x2400 C/C
09S11/02 E PQ/PQ	Sklejka liściasta wodoodporna 9x1525x1525
09S11/02 E S2S	Sklejka liściasta wodoodporna 9x1525x3050
09S11/03 E	Sklejka liściasta wodoodporna 9x1220x2440
09S11/03 PQ	Sklejka liściasta wodoodporna 9x1220x2440
09S11/04 E S2S	Sklejka liściasta wodoodporna 9x2440x1220 S2S
09S11/05 E	Sklejka liściasta wodoodporna 9x1250x2500
09S11/05 E S2S	Sklejka liściasta wodoodporna 9x1250x2500 S2S
09S11/05 PQ	Sklejka liściasta suchotrwała 9x1250x2500
09S11/05 PQ F	Sklejka liściasta wodoodporna 9x1250x2500
09S11/06 E PQ	Sklejka liściasta wodoodporna 9x2500x1250
09S11/07 E	Sklejka liściasta wodoodporna 9x1500x2500
09S11/07 E S2S	Sklejka liściasta wodoodporna 9x1500x2500 S2S
09S11/07 PQ	Sklejka liściasta foliowana 9x1500x2500
09S11/09 E	Sklejka liściasta wodoodporna 9x1525x2500
09S11/09 PQ F	Sklejka liściasta foliowana 9x1525x2500
09S11/101 PQ	Sklejka liściasta suchotrwała 9x1280x2550
09S11/106	Sklejka liściasta suchotrwała 9x1850x1220
09S11/106 PQ	Sklejka liściasta suchotrwała 9x1850x1220
09S11/11 E	Sklejka liściasta wodoodporna 9x1525x3050
09S11/11 E S2S	Sklejka liściasta wodoodporna 9x1525x3050 S2S
09S11/11 PQ-F	Sklejka liściasta foliowana 9x1525x3050
09S11/12 E	Sklejka liściasta wodoodporna 9x1500x3000
09S11/12 E S2S	Sklejka liściasta wodoodporna 9x1500x3000 S2S
09S11/12 PQ	Sklejka liściasta foliowana 9x1500x3000
09S11/12 PQ F	Sklejka liściasta wodoodporna 9x1500x3000
09S11/26 E	Sklejka liściasta wodoodporna 9x2150x1250
09S11/26 E PQ	Sklejka liściasta wodoodporna 9x2150x1250
09S11/26 PQ F	Sklejka liściasta wodoodporna 9x2150x1250
09S11/29 E	Sklejka liściasta wodoodporna 9x1250x3050
09S11/29 E PQ	Sklejka liściasta wodoodporna 9x1250x3050
09S11/29 PQ F	Sklejka liściasta wodoodporna 9x1250x3050
09S11/29 S2S	Sklejka liściasta wodoodporna 9x1250x3050 S2S
09S11/30 E S2S	Sklejka liściasta wodoodporna 9x1250x3000 S2S
09S11/31 E S2S	Sklejka liściasta wodoodporna 9x1220x3000 S2S
09S11/32 E	Sklejka liściasta wodoodporna 9x1200x3000
09S11/39 E PQ	Sklejka liściasta wodoodporna 9x1220x2500
09S11/41 E S2S	Sklejka liściasta wodoodporna 9x1200x2700 S2S
09S11/47 E PQ	Sklejka liściasta wodoodporna 9x1250x2440
09S11/47 E S2S	Sklejka liściasta wodoodporna 9x1250x2440 S2S
09S11/51 E S2S	Sklejka liściasta wodoodporna 9x1220x2750 S2S
09S11/52 E S2S	Sklejka liściasta wodoodporna 9x1500x2750 S2S
09S11/52 PQ	Sklejka liściasta suchotrwała 9x1500x2750
09S11/56 E S2S	Sklejka liściasta wodoodporna 9x1525x2750 S2S
09S11/59 E PQ	Sklejka liściasta wodoodporna 9x1200x2440
09S11/60 E	Sklejka liściasta wodoodporna 9x1250x2750
09S11/64 E S2S	Sklejka liściasta wodoodporna 9x1200x2400 S2S
09S11/64 PQ	Sklejka liściasta wodoodporna 9x1200x2400 PQ
09S11/65 E	Sklejka liściasta wodoodporna 9x1525x2150
09S11/65 PQ	Sklejka liściasta suchotrwała 9x1525x2150
09S11/65 PQF	Sklejka liściasta foliowana 9x1525x2150
09S11/69 E	Sklejka liściasta wodoodporna 9x2150x1525
09S11/69 E PQ	Sklejka liściasta wodoodporna 9x2150x1525
09S11/69 PQ F	Sklejka liściasta wodoodporna 9x2150x1525
09S11/73 PQ	Sklejka liściasta suchotrwała 9x1200x2400
09S11/74 E PQ	Sklejka liściasta wodoodporna 9x1110x2400
09S11/76 E	Sklejka liściasta wodoodporna 9x1525x3660
09S11/76 PQ	Sklejka liściasta wodoodporna 9x1525x3660
09S11/76 PQ F	Sklejka liściasta wodoodporna 9x1525x3660
09S11/96 PQ	Sklejka liściasta suchotrwała 9x1850x1525
09S11/98 PQ	Sklejka liściasta wodoodporna 9x1250x3340
09S11/98 PQ F	Sklejka liściasta wodoodporna 9x1250x3340
09S11/xcut	sklejka liściasta WD, gr. MIX
09S12/03 F/F	Sklejka liściasta foliowana 9x1220x2440 F/F
09S12/03 F/F black	Sklejka liściasta foliowana 9x1220x2440 F/F czarna
09S12/03 F/F blue	Sklejka liściasta foliowana 9x1220x2440 F/F niebieska
